Datetime,Open,High,Low,Close,Adj Close,Volume
2023-03-13 11:19:00-04:00,66.37000274658203,66.37000274658203,66.37000274658203,66.37000274658203,66.37000274658203,0
2023-03-13 11:23:00-04:00,66.5,66.5,66.43499755859375,66.46749877929688,66.46749877929688,1802
2023-03-13 11:24:00-04:00,66.30000305175781,66.5,66.30000305175781,66.5,66.5,1755
2023-03-13 11:26:00-04:00,66.52999877929688,66.52999877929688,66.52999877929688,66.52999877929688,66.52999877929688,100
2023-03-13 11:27:00-04:00,66.52999877929688,66.52999877929688,66.52999877929688,66.52999877929688,66.52999877929688,210
2023-03-13 11:28:00-04:00,66.52999877929688,66.72000122070312,66.52999877929688,66.72000122070312,66.72000122070312,1218
2023-03-13 11:31:00-04:00,66.5,66.5,66.48999786376953,66.48999786376953,66.48999786376953,334
2023-03-13 11:34:00-04:00,66.31999969482422,66.5,66.31999969482422,66.49040222167969,66.49040222167969,1285
2023-03-13 11:35:00-04:00,66.23999786376953,66.4000015258789,65.94999694824219,65.94999694824219,65.94999694824219,4709
2023-03-13 11:36:00-04:00,65.69999694824219,65.69999694824219,65.69999694824219,65.69999694824219,65.69999694824219,377
2023-03-13 11:38:00-04:00,65.51000213623047,65.51000213623047,65.41000366210938,65.41000366210938,65.41000366210938,1282
2023-03-13 11:49:00-04:00,65.9800033569336,65.9800033569336,65.9800033569336,65.9800033569336,65.9800033569336,911
2023-03-13 11:51:00-04:00,65.79000091552734,65.79000091552734,65.79000091552734,65.79000091552734,65.79000091552734,235
2023-03-13 11:54:00-04:00,65.52999877929688,65.56999969482422,65.51000213623047,65.51000213623047,65.51000213623047,856
2023-03-13 11:55:00-04:00,65.5,65.5,65.5,65.5,65.5,497
2023-03-13 11:59:00-04:00,65.80000305175781,65.83999633789062,65.80000305175781,65.83999633789062,65.83999633789062,216
2023-03-13 12:00:00-04:00,65.8499984741211,65.87999725341797,65.8499984741211,65.87999725341797,65.87999725341797,427
2023-03-13 12:01:00-04:00,65.73999786376953,65.73999786376953,65.73999786376953,65.73999786376953,65.73999786376953,534
2023-03-13 12:03:00-04:00,65.23500061035156,65.23500061035156,65.23500061035156,65.23500061035156,65.23500061035156,400
2023-03-13 12:04:00-04:00,65.23999786376953,65.23999786376953,65.23999786376953,65.23999786376953,65.23999786376953,101
