,Ticker,Mean,std,minChange,PI,ticker
0,SPWH,1.7901038104388598,1.311682513112961,0.0,,
0,SPWR,3.113066922085932,2.644520710522157,0.0,,
0,BMEA,4.356001988771245,3.029366647267435,0.0,,
0,BMBL,2.8747822738357156,2.05992805844621,0.04370729566713916,,
0,BMAQU,0.009458238344524084,0.04229852777150186,0.0,,
0,BMAQR,0.0,,0.0,,
0,BMAQ,0.0009534015338985569,0.004263741279299487,0.0,,
0,RGC,1.6339505589274104,4.493640824312988,0.0,,
0,RGCO,1.3158493041993924,0.6933240378619924,0.5369726271431841,,
0,TFSL,0.5642868713185324,0.42023971574513613,0.0,,
0,ACBA,0.023170139835830827,0.05098539414816246,0.0,,
0,ADMP,6.219088503645484,6.880996294412794,0.0,,
0,AUUD,3.872603249993518,4.025908941335622,0.0,,
0,APYX,2.514482984116687,3.066178251547216,0.0,,
0,RGEN,2.657068364498847,2.4630328527038152,0.011600042223802731,,
0,RGF,2.905773146092506,2.383273047609972,0.0,,
0,TGAA,0.045922047314342906,0.11480100213874773,0.0,,
0,TGAAU,0.45805258459685855,1.980865972548241,0.0,,
0,TGAN,2.548472393611453,3.6092045103308124,0.0,,
0,CLRG,0.10607914893650428,0.2629094349282784,0.0,,
0,TH,3.02731643545507,2.683710295284576,0.0,,
0,THCH,4.582070526542601,4.443257427686091,0.0,,
0,THCP,0.034765986699738516,0.05829976446369285,0.0,,
0,THMO,3.608039650879783,4.143659480756439,0.0,,
0,CMLS,1.9428466884888818,1.9355739973473172,0.0,,
0,SQFT,2.0570322389367766,2.728450378148768,0.0,,
0,SQFTP,0.41286065647860193,1.158777773845873,0.0,,
0,SQL,5.137016994610617,6.012617196466145,0.0,,
0,BLZE,3.314538577881988,2.9403487996395654,0.0,,
0,VICR,2.5479986861822645,2.5390395784347177,0.0,,
0,RGLD,1.0739544320095384,0.6802844997372444,0.0,,
0,RGLS,2.1514635583029715,2.138860815050786,0.0,,
0,RGNX,2.341181032810713,2.4474315964235442,0.0,,
0,RGP,1.1449785662196965,0.9509940377832186,0.0,,
0,THRN,3.652487762924408,2.877443320898669,0.20491294692979167,,
0,THRX,4.138414601887092,3.111665460355736,0.0,,
0,TILE,1.862229818517091,1.532505644285394,0.0,,
0,ALAR,1.92286956234717,2.0759522506769597,0.0,,
0,SRCE,1.0475920058558874,1.3109861705350236,0.0,,
0,TIPT,1.2654356084637466,1.087644071881849,0.0,,
0,TIRX,3.8096428905407067,4.360357449010451,0.0,,
0,TITN,1.842965695030395,1.3101422748898344,0.0,,
0,TIVC,5.726137876403347,6.739603123987588,0.0,,
0,SRCL,1.0248780715309755,0.6417903160717542,0.0,,
0,TKLF,3.016770815921902,3.723193473631646,0.0,,
0,TKNO,2.852668449610589,2.7856895288239607,0.0,,
0,TLF,0.5218704088975679,1.1516590628603474,0.0,,
0,SRDX,1.8649566999593734,1.9227064714994757,0.0,,
0,BLUE,2.6953423332799176,4.07397009100967,0.170944086236946,,
0,SRGA,3.4241878327163433,3.8785788624653623,0.0,,
0,ALRS,0.8046744654295844,0.7324886617159239,0.0,,
0,APVO,2.502852442052165,2.478804452746306,0.0,,
0,CNOB,1.020715487259486,0.7074875028221183,0.24681766601877264,,
0,BLU,1.7240266470567167,1.3497784871647915,0.0,,
0,RGTI,3.245997013741982,3.3339097943935845,0.0,,
0,TLGY,0.8877639968783158,1.7733868327330269,0.0,,
0,TLGYU,0.38922376289177163,1.087502935782413,0.0,,
0,SRZN,6.442604298541798,6.3970374736258195,0.0,,
0,SSP,1.3759339003556703,1.5870049146974765,0.0,,
0,SSRM,0.9905904354464535,0.6718211093719587,0.0,,
0,BLNK,2.8566590126313267,2.917330773069369,0.0,,
0,BLNGU,0.2972652099863837,1.1153678920902366,0.0,,
0,SSSS,1.2144961079150427,1.0904506308887087,0.0,,
0,TLIS,2.635798155769369,2.6953955036601416,0.0,,
0,TLRY,1.6486372724213603,1.9098082023418625,0.0,,
0,SSSSL,0.4355582179235074,0.5109887611412514,0.0,,
0,TMC,3.167257668576663,2.819220602191129,0.0,,
0,TMCI,2.3908721850659154,2.1100021585001536,0.0,,
0,BLNG,0.28488373159152425,0.5446850041979635,0.0,,
0,SSTI,2.6413911897360154,2.332937877226749,0.0,,
0,AUTL,2.3814974446627852,2.070449288211039,0.0,,
0,ACB,1.3456513708861872,1.3724840012282298,0.0,,
0,ACAXU,0.10356461956526286,0.4631550588236648,0.0,,
0,RICK,1.692279863785421,1.7621077243109182,0.0,,
0,TMDX,2.6978190632861003,2.032460013284072,0.09694841772804885,,
0,TMKRU,0.043816550585223935,0.19595357129623778,0.0,,
0,TMPO,4.1772921306449415,4.915020209470984,0.0,,
0,TMUS,0.7793988099236783,0.5717448833800104,0.013652764955884855,,
0,TNDM,3.1464244982601164,2.512461364098866,0.4390251345750773,,
0,TNGX,2.5604972101391965,3.431353597888616,0.0,,
0,ALRN,3.9398974794825024,4.13650018230073,0.0,,
0,COMSP,4.347827882035885,9.485464624945665,0.0,,
0,RIDE,3.045002484548502,3.3057488777080892,0.0,,
0,TNXP,4.042086064894835,4.4106659192532645,0.0,,
0,TNYA,6.6415879815548875,6.035733679980617,0.0,,
0,TOAC,0.011925619035605406,0.030484118690125028,0.0,,
0,TOACU,0.023786590824316223,0.08656550149197449,0.0,,
0,TOI,2.409206703146367,2.9119410823455203,0.0,,
0,TOMZ,4.781638344623141,4.285216910258365,0.0,,
0,TOP,7.08980490081346,7.860057949780814,0.0,,
0,TOPS,8.348713627314574,12.298374453144953,0.0,,
0,TPIC,3.294846245441918,2.093291644760466,0.0,,
0,TPST,4.681267673179855,4.979467059000149,0.0,,
0,SSYS,2.2545438034445295,2.1815097528934793,0.0,,
0,TRDA,5.237845496548394,5.198113539553189,0.0,,
0,TREE,2.2789318040801874,2.0414071931549445,0.0,,
0,TRHC,3.6248004687328894,4.317960013645795,0.0,,
0,TRIB,3.694405167049536,3.508685138366068,0.0,,
0,TRIN,1.3062571599197281,1.4839804916851185,0.0,,
0,TRINL,0.40085322253165634,0.27181575427279886,0.0,,
0,TRIP,1.330677065127308,1.465128726229976,0.09615605046771059,,
0,TRKA,13.485816777525974,11.3850833707092,1.5452536743367995,,
0,TRMD,1.6881505297581012,1.414796817631589,0.057242296936954595,,
0,TRMK,1.0300181310859802,1.176304796472662,0.0,,
0,TRMR,1.5071154006241794,1.5934114074370076,0.0,,
0,TROO,5.068344898958348,7.541762490675776,0.0,,
0,TROW,1.268432355402539,1.1426973128597886,0.03636116239484899,,
0,TRS,1.2663847601044775,0.7739401644179597,0.0,,
0,TRST,0.8539270207069837,0.6375596039973397,0.0,,
0,TRUE,3.2637401446709746,2.645291740784806,0.0,,
0,TRUP,2.701803061894293,1.810781891924826,0.5870551745870367,,
0,BLMN,1.5720922519993807,2.1373597764234558,0.07031838973101667,,
0,RIGL,2.8370219664258145,2.4485486554218805,0.0,,
0,TSAT,2.7856738884243732,2.737160730934734,0.0,,
0,TSBK,0.5256256870368203,0.46397540145841976,0.0,,
0,TSCO,0.8660243099012099,0.6137742330663793,0.15581069274901438,,
0,TSEM,0.8640402626561949,0.7243167070712094,0.02409814685158107,,
0,TSHA,4.5274625837146685,3.6806495695395673,0.0,,
0,TSLA,2.431278460008376,2.2347350546799043,0.03022706729738367,,
0,TSLI,2.148753086074123,1.356321812150049,0.0,,
0,TSLL,3.689246086810628,3.4047018412904313,0.0,,
0,TSLQ,2.5780322182656716,1.2685033525672396,0.29203839874059057,,
0,TSLS,2.529437807986832,1.303381371902591,0.0674551703912174,,
0,TSRI,1.940169506680578,2.61512114418505,0.0,,
0,TSVT,2.8107286552419333,2.0320152571234416,0.0,,
0,TTD,3.0580966754669245,3.021990186448653,0.3070290534982867,,
0,TTEC,1.313493578308842,1.2287107530362134,0.0,,
0,BLLD,0.0,0.0,0.0,,
0,RILY,2.2875937649205937,1.8568196786048645,0.0,,
0,RILYG,0.9743000458543106,1.033802421823485,0.0,,
0,TTEK,1.0557375860227247,0.7440051120566604,0.0,,
0,TTGT,1.5842023131737837,1.1056020642005497,0.0,,
0,TTMI,1.1423638294354765,0.8855152359814057,0.0,,
0,TTNP,1.8612782752704593,2.132639809608828,0.0,,
0,TTOO,2.3452892094243203,2.891584446068227,0.0,,
0,TTSH,1.8102938544572311,1.4690957335893207,0.0,,
0,TTWO,1.4678882502514534,1.0202058138986225,0.3317815259323176,,
0,TUG,0.2733305177089562,0.21055708674227216,0.0,,
0,TUGN,0.2761790119423735,0.29682319116246886,0.0,,
0,TUR,1.1874265844417962,1.3923345066905424,0.0,,
0,TURN,1.5595077813607108,1.466468993722453,0.0,,
0,TUSK,3.2237154267180066,2.2727856981572345,0.0,,
0,TW,1.184476950478136,1.0389443785032233,0.0,,
0,TWCB,0.03344410271873488,0.06889515358349214,0.0,,
0,TWCBU,0.027722650368467994,0.12397946148070806,0.0,,
0,VIVK,5.091239588242389,5.488986555774454,0.0,,
0,BLKB,1.0782747825389194,0.8622468050221119,0.016666646530194562,,
0,VJET,5.750038075531878,5.563678269769954,0.0,,
0,RILYK,1.3095756575644335,1.2996910522144083,0.0,,
0,RILYL,2.0286792017188273,2.2024940778925743,0.0,,
0,RILYZ,1.1381234738822676,1.1374143752893497,0.0,,
0,RING,1.081752986911103,0.8750320568178641,0.0,,
0,TWIN,2.087761635142167,1.9387444984149984,0.0,,
0,TWOU,4.047775603489588,4.8737451677286865,0.0,,
0,TWST,2.1401282271406297,2.6494705676089776,0.0,,
0,TXG,3.4732418748911087,2.6166108002073036,0.0,,
0,TXMD,2.2076517399887363,1.4060138065692318,0.0,,
0,TXN,1.0505316335588375,0.79626001043875,0.15428815569196175,,
0,TXRH,1.6253813149088603,1.6137807807854891,0.0,,
0,VLCN,3.012966052625587,2.7671465034884277,0.0,,
0,BLFY,1.2981136473271238,1.2016658799653388,0.0,,
0,BLFS,3.4822787957908936,2.6359610560016478,0.0,,
0,RIOT,5.655711455880647,4.16301046903239,0.7836945611416679,,
0,TYRA,5.192727325414426,5.744177136599272,0.0,,
0,TZOO,2.1998622107072867,1.7530718761662778,0.0,,
0,UAE,0.5305473404959737,0.5023834506005909,0.0,,
0,UAL,1.5920382282504408,1.0538097662624994,0.41276026989163217,,
0,UBSI,1.4114249900545772,3.1620272288300564,0.0,,
0,UBX,3.9894964927128163,3.5805295527484913,0.0,,
0,UCBIO,0.8024241933397626,1.6005352215090238,0.0,,
0,UCL,4.516549413517436,5.305326548654619,0.0,,
0,STNE,2.406506616622841,1.8643360806599025,0.22726708699860598,,
0,BLEUU,0.014720651560802267,0.0658327551260845,0.0,,
0,BLEUR,0.0,,0.0,,
0,VLGEA,1.1912285083315943,1.1594425813522151,0.0,,
0,BLEU,0.03882293345251697,0.07398899961904606,0.0,,
0,UCRD,0.008089657077463563,0.03617804627974162,0.0,,
0,UCTT,1.545610668008356,1.0675637446455835,0.0,,
0,UEIC,1.5772669277937446,1.6089375115395228,0.0,,
0,UEVM,0.09010045286478197,0.16944369300087242,0.0,,
0,UG,1.3495762068707662,2.084633352236114,0.0,,
0,UGRO,4.233934496145459,3.043770494480493,0.0,,
0,UIHC,13.089819105589092,17.076031915783958,0.0,,
0,UITB,0.24777872979084847,0.26963648844371163,0.0,,
0,UIVM,0.19032602221790929,0.25286774551085606,0.0,,
0,ULBI,1.9653909032584824,1.4064991948503032,0.0,,
0,ULCC,1.824942385253952,1.5411560042762857,0.2851685519562164,,
0,ULH,2.1197752099716007,1.99021284309632,0.0,,
0,VLON,11.391537655345484,17.869106820527374,0.0,,
0,ULTA,1.0005558140197768,0.4718977515961982,0.2699946627747529,,
0,ULVM,0.23779475109098724,0.38958790900661544,0.0,,
0,UMBF,0.6491794897460312,0.5873767507603967,0.0,,
0,UNAM,7.744652841060455,17.972377739422935,0.0,,
0,UNB,0.5821948460890158,1.1525588336437926,0.0,,
0,UNCY,8.762347257352257,12.520379200258448,0.0,,
0,UNIY,0.05498196624441842,0.10077524076432284,0.0,,
0,UPWD,0.0,0.0,0.0,,
0,UPWK,2.6178452614935983,1.9391162483718858,0.08489158835756072,,
0,UPXI,3.0859106206870814,3.564535737287256,0.0,,
0,URBN,1.5223225200731796,1.0259606115463495,0.18044441018114643,,
0,URGN,3.6966818685665572,3.0874647021156587,0.0,,
0,URNJ,0.5189117756835415,0.7187536716487325,0.0,,
0,UROY,1.308561611041491,1.2290611120191426,0.0,,
0,USAP,3.1008815646258574,2.447331506425193,0.0,,
0,USAU,2.6284600906652207,2.0043813252346907,0.0,,
0,USBF,0.0,0.0,0.0,,
0,USCB,1.4058475437436315,1.1782323045673213,0.0,,
0,APXIU,0.7127930232854773,2.8318364656443635,0.0,,
0,APXI,0.07562100055797272,0.2020696429663907,0.0,,
0,ALRM,1.9116773390251804,1.6540790143325779,0.24135933151243627,,
0,USEA,2.6692413655939395,2.0320468503817772,0.0,,
0,USEG,1.281627963256091,2.082496826170014,0.0,,
0,USIG,0.2563766584236482,0.18625456208769117,0.02017417525455034,,
0,USIO,5.1994487743695235,4.938904978184604,0.0,,
0,USLB,0.051567928300555455,0.13761183581456826,0.0,,
0,USLM,1.2347897757981097,1.5166806430716957,0.0,,
0,USTB,0.06496039353649397,0.07246076651638664,0.0,,
0,AURCU,0.7758749087185235,1.921546982217751,0.0,,
0,AURC,0.5927811100162061,1.141067253803397,0.0,,
0,ADMA,1.9877411156595612,1.686673902262662,0.0,,
0,STRT,1.662357475886489,1.6010335972564178,0.0,,
0,SELB,2.2651307143673733,2.6061368453998948,0.0,,
0,USVM,0.4659342946752531,0.4294125652240605,0.0,,
0,UTAA,0.14040142725776916,0.2200261167707336,0.0,,
0,UTAAU,1.7561614472975886,2.551503156111195,0.0,,
0,UTHR,1.6320226815956118,1.587368025296742,0.0,,
0,UTMD,2.1567911491481575,1.9383213666665369,0.0,,
0,UTME,3.2361725743590894,3.8251614549003916,0.0,,
0,UTRS,6.590344581615542,5.8278955526922465,0.0,,
